Plant_ID	Block	Genotype	Site	Obs	Date	Stg	TCO	H	rosLN	rosDLN	rosAD	DamPC
kw_1338	j.11	RUB	MAH	MW		X						
kw_1339	j.11	THT	MAH	MW		FO	0	154	10	0	0	0
kw_1340	j.11	ECM	MAH	MW		B	0	80	4	3	30	22.5
kw_1341	j.11	BVC	MAH	MW		M						
kw_1342	j.11	MAH	MAH	MW		SO	0	288	3	0	0	0
kw_1343	j.11	VNH	MAH	MW		X						
kw_1344	j.11	MFP	MAH	MW		X						
kw_1345	j.11	BSC	MAH	MW		FS1	0	290	7	0	0	0
kw_1346	j.11	SIL	MAH	MW		X						
kw_1347	j.11	FLF	MAH	MW		SO	0	336	8	1	30	3.75
kw_1348	j.11	ECM	MAH	MW		SO	0	367	4	0	0	0
kw_1349	j.11	BVM	MAH	MW		X						
kw_1350	j.11	BVC	MAH	MW		X						
kw_1351	j.12	BHM	MAH	MW		X						
kw_1352	j.12	BSC	MAH	MW		X						
kw_1353	j.12	FLF	MAH	MW		X						
kw_1354	j.12	MIL	MAH	MW		X						
kw_1355	j.12	BVC	MAH	MW		X						
kw_1356	j.12	THT	MAH	MW		FO	0	56	12	0	0	0
kw_1357	j.12	MAH	MAH	MW		X						
kw_1358	j.12	WHC	MAH	MW		B	1	54	0	0	0	0
kw_1359	j.12	RUB	MAH	MW		X						
kw_1360	j.12	MAH	MAH	MW		SO	0	216	4	0	0	0
kw_1361	j.12	RUB	MAH	MW		X						
kw_1362	j.12	JAM	MAH	MW		R	0	12	8	1	80	10
kw_1363	j.12	DDW	MAH	MW		FO	0	142	10	3	15	4.5
kw_1364	j.12	FLF	MAH	MW		M						
kw_1365	j.12	MFP	MAH	MW		X						
kw_1366	j.12	BHM	MAH	MW		X						
kw_1367	j.12	ECM	MAH	MW		B	0	157	4	0	0	0
kw_1368	j.12	EGM	MAH	MW		SO	0	453	2	0	0	0
kw_1369	j.12	PAR	MAH	MW		X						
kw_1370	j.12	VNH	MAH	MW		R	0	31	14	4	10	2.857142857
kw_1371	j.12	SAD	MAH	MW		X						
kw_1372	j.12	LTM	MAH	MW		X						
kw_1373	j.12	BSC	MAH	MW		X						
kw_1374	j.12	IRF	MAH	MW		FS2	0	244	10	2	10	2
kw_1375	j.12	WHC	MAH	MW		FO	0	48	15	5	15	5
kw_1376	j.12	VNH	MAH	MW		X						
kw_1377	j.12	MFP	MAH	MW		X						
kw_1378	j.12	LTM	MAH	MW		X						
kw_1379	j.12	BVM	MAH	MW		X						
kw_1380	j.12	SIL	MAH	MW		FO	0	140	10	1	5	0.5
kw_1381	j.12	SAD	MAH	MW		X						
kw_1382	j.12	ECM	MAH	MW		B	0	97	0	0	0	0
kw_1383	j.12	BNK	MAH	MW		R	0	28	14	6	20	8.571428571
kw_1384	j.12	BVC	MAH	MW		X						
kw_1385	j.12	JAM	MAH	MW		SO	0	324	11	0	0	0
kw_1386	j.12	BHS	MAH	MW		B	0	38	5	0	0	0
kw_1387	j.12	HMC	MAH	MW		X						
kw_1388	j.12	PCS	MAH	MW		SO	0	238	8	0	0	0
kw_1389	j.12	BVM	MAH	MW		X						
kw_1390	j.12	PCS	MAH	MW		X						
kw_1391	j.12	SIL	MAH	MW		FO	0	157	9	0	0	0
kw_1392	j.12	IRF	MAH	MW		X						
kw_1393	j.12	THT	MAH	MW		M						
kw_1394	j.12	PAR	MAH	MW		X						
kw_1395	j.12	EGM	MAH	MW		SO	0	347	2	0	0	0
kw_1396	j.12	HMC	MAH	MW		X						
kw_1397	j.12	MIL	MAH	MW		FS1	0	327	4	0	0	0
kw_1398	j.12	BNK	MAH	MW		FO	0	146	5	2	50	20
kw_1399	j.12	BHS	MAH	MW		B	0	113	6	0	0	0
kw_1400	j.12	DDW	MAH	MW		X						
kw_1401	j.13	BVM	MAH	CR		X						
kw_1402	j.13	PAR	MAH	CR		X						
kw_1403	j.13	BSC	MAH	CR		X						
kw_1404	j.13	MFP	MAH	CR		X						
kw_1405	j.13	WHC	MAH	CR		X						
kw_1406	j.13	FLF	MAH	CR		X						
kw_1407	j.13	EGM	MAH	CR		X						
kw_1408	j.13	VNH	MAH	CR		X						
kw_1409	j.13	MIL	MAH	CR		X						
kw_1410	j.13	BVM	MAH	CR		X						
kw_1411	j.13	WHC	MAH	CR		X						
kw_1412	j.13	DDW	MAH	CR		R	0	39	16	6	40	15
kw_1413	j.13	SAD	MAH	CR		R	0	43	19	1	15	0.789473684
kw_1414	j.13	MIL	MAH	CR		R	0	44	22	5	20	4.545454545
kw_1415	j.13	IRF	MAH	CR		X						
kw_1416	j.13	BHM	MAH	CR		X						
kw_1417	j.13	SIL	MAH	CR		R	0	15	14	0	0	0
kw_1418	j.13	ECM	MAH	CR		FS2	0	186	11	0	0	0
kw_1419	j.13	SAD	MAH	CR		R	0	51	10	0	0	0
kw_1420	j.13	MFP	MAH	CR		X						
kw_1421	j.13	LTM	MAH	CR		R	0	21	22	0	0	0
kw_1422	j.13	LTM	MAH	CR		X						
kw_1423	j.13	ECM	MAH	CR		X						
kw_1424	j.13	JAM	MAH	CR		SO	0	378	9	1	20	2.222222222
kw_1425	j.13	BHS	MAH	CR		X						
kw_1426	j.13	BHS	MAH	CR		X						
kw_1427	j.13	IRF	MAH	CR		SO	0	277	9	0	0	0
kw_1428	j.13	PCS	MAH	CR		R	0	32	5	3	20	12
kw_1429	j.13	BHM	MAH	CR		X						
kw_1430	j.13	BSC	MAH	CR		X						
kw_1431	j.13	BNK	MAH	CR		M						
kw_1432	j.13	MAH	MAH	CR		X						
kw_1433	j.13	BNK	MAH	CR		X						
kw_1434	j.13	THT	MAH	CR		R	0	44	22	3	5	0.681818182
kw_1435	j.13	RUB	MAH	CR		X						
kw_1436	j.13	BVC	MAH	CR		X						
kw_1437	j.13	PCS	MAH	CR		X						
kw_1438	j.13	DDW	MAH	CR		SO	0	312	3	0	0	0
kw_1439	j.13	JAM	MAH	CR		R	0	28	17	1	30	1.764705882
kw_1440	j.13	SIL	MAH	CR		B	1	113	7	3	5	2.142857143
kw_1441	j.13	VNH	MAH	CR		R	0	29	24	5	30	6.25
kw_1442	j.13	PAR	MAH	CR		X						
kw_1443	j.13	FLF	MAH	CR		R	0	18	24	0	0	0
kw_1444	j.13	THT	MAH	CR		R	0	18	17	0	0	0
kw_1445	j.13	MAH	MAH	CR		X						
kw_1446	j.13	RUB	MAH	CR		R	0	28	29	2	10	0.689655172
kw_1447	j.13	HMC	MAH	CR		X						
kw_1448	j.13	BVC	MAH	CR		R	0	67	16	2	10	1.25
kw_1449	j.13	EGM	MAH	CR		B	1	327	0	0	0	0
kw_1450	j.13	HMC	MAH	CR		X						
kw_1451	j.14	VNH	MAH	CR		X						
kw_1452	j.14	RUB	MAH	CR		R	0	13	11	0	0	0
kw_1453	j.14	SAD	MAH	CR		X						
kw_1454	j.14	THT	MAH	CR		X						
kw_1455	j.14	LTM	MAH	CR		X						
kw_1456	j.14	DDW	MAH	CR		R	0	8	16	0	0	0
kw_1457	j.14	MIL	MAH	CR		FS1	1	356	0	0	0	0
kw_1458	j.14	BSC	MAH	CR		X						
kw_1459	j.14	BNK	MAH	CR		X						
kw_1460	j.14	PCS	MAH	CR		X						
kw_1461	j.14	BVM	MAH	CR		X						
kw_1462	j.14	JAM	MAH	CR		X						
kw_1463	j.14	LTM	MAH	CR		M						
kw_1464	j.14	SIL	MAH	CR		R	0	24	19	0	0	0
kw_1465	j.14	BVM	MAH	CR		X						
kw_1466	j.14	WHC	MAH	CR		X						
kw_1467	j.14	PCS	MAH	CR		X						
kw_1468	j.14	BVC	MAH	CR		X						
kw_1469	j.14	FLF	MAH	CR		X						
kw_1470	j.14	BNK	MAH	CR		SO	0	273	4	0	0	0
kw_1471	j.14	BSC	MAH	CR		M						
kw_1472	j.14	JAM	MAH	CR		B	1	163	12	3	10	2.5
kw_1473	j.14	DDW	MAH	CR		R	0	62	64	1	10	0.15625
kw_1474	j.14	ECM	MAH	CR		X						
kw_1475	j.14	HMC	MAH	CR		X						
kw_1476	j.14	BVC	MAH	CR		X						
kw_1477	j.14	IRF	MAH	CR		R	0	8	10	0	0	0
kw_1478	j.14	MAH	MAH	CR		X						
kw_1479	j.14	BHM	MAH	CR		X						
kw_1480	j.14	WHC	MAH	CR		X						
kw_1481	j.14	BHM	MAH	CR		X						
kw_1482	j.14	ECM	MAH	CR		X						
kw_1483	j.14	VNH	MAH	CR		X						
kw_1484	j.14	BHS	MAH	CR		B	1	43	9	2	10	2.222222222
kw_1485	j.14	PAR	MAH	CR		X						
kw_1486	j.14	IRF	MAH	CR		R	0	16	15	0	0	0
kw_1487	j.14	FLF	MAH	CR		R	0	23	9	0	0	0
kw_1488	j.14	MFP	MAH	CR		X						
kw_1489	j.14	RUB	MAH	CR		X						
kw_1490	j.14	THT	MAH	CR		R	0	3	2	0	0	0
kw_1491	j.14	BHS	MAH	CR		X						
kw_1492	j.14	HMC	MAH	CR		X						
kw_1493	j.14	EGM	MAH	CR		R	0	36	7	0	0	0
kw_1494	j.14	SAD	MAH	CR		R	0	10	6	0	0	0
kw_1495	j.14	PAR	MAH	CR		X						
kw_1496	j.14	MIL	MAH	CR		SO	0	269	4	0	0	0
kw_1497	j.14	MAH	MAH	CR		SO	0	589	4	0	0	0
kw_1498	j.14	SIL	MAH	CR		R	0	9	16	0	0	0
kw_1499	j.14	EGM	MAH	CR		X						
kw_1500	j.14	MFP	MAH	CR		X						
kw_1501	j.15	WHC	MAH	MW		R	0	15	6	0	0	0
kw_1502	j.15	BHS	MAH	MW		X						
kw_1503	j.15	BVC	MAH	MW		R	0	43	17	1	5	0.294117647
kw_1504	j.15	JAM	MAH	MW		X						
kw_1505	j.15	THT	MAH	MW		FS1	0	74	23	0	0	0
kw_1506	j.15	VNH	MAH	MW		X						
kw_1507	j.15	WHC	MAH	MW		X						
kw_1508	j.15	EGM	MAH	MW		B	0	193	3	3	30	30
kw_1509	j.15	BHS	MAH	MW		B	0	77	5	2	20	8
kw_1510	j.15	MFP	MAH	MW		R	0	30	9	2	40	8.888888889
kw_1511	j.15	DDW	MAH	MW		R	0	24	15	3	15	3
kw_1512	j.15	RUB	MAH	MW		X						
kw_1513	j.15	BSC	MAH	MW		R	0	45	12	3	20	5
kw_1514	j.15	BVM	MAH	MW		X						
kw_1515	j.15	FLF	MAH	MW		SO	0	561	11	0	0	0
kw_1516	j.15	BHM	MAH	MW		R	0	40	11	1	10	0.909090909
kw_1517	j.15	LTM	MAH	MW		SO	0	188	12	1	15	1.25
kw_1518	j.15	FLF	MAH	MW		R	0	34	9	2	10	2.222222222
kw_1519	j.15	THT	MAH	MW		SO	0	150	10	4	20	8
kw_1520	j.15	HMC	MAH	MW		X						
kw_1521	j.15	HMC	MAH	MW		X						
kw_1522	j.15	MFP	MAH	MW		X						
kw_1523	j.15	RUB	MAH	MW		X						
kw_1524	j.15	VNH	MAH	MW		X						
kw_1525	j.15	BNK	MAH	MW		SO	0	231	8	1	15	1.875
kw_1526	j.15	DDW	MAH	MW		SO	0	352	12	0	0	0
kw_1527	j.15	PAR	MAH	MW		X						
kw_1528	j.15	SIL	MAH	MW		B	0	105	12	2	10	1.666666667
kw_1529	j.15	BVC	MAH	MW		SO	0	263	10	5	15	7.5
kw_1530	j.15	BSC	MAH	MW		R	0	50	13	4	10	3.076923077
kw_1531	j.15	JAM	MAH	MW		X						
kw_1532	j.15	SAD	MAH	MW		X						
kw_1533	j.15	MIL	MAH	MW		B	1	208	3	0	0	0
kw_1534	j.15	MAH	MAH	MW		R	0	47	11	2	10	1.818181818
kw_1535	j.15	ECM	MAH	MW		X						
kw_1536	j.15	IRF	MAH	MW		FS2	0	298	12	1	15	1.25
kw_1537	j.15	ECM	MAH	MW		R	0	36	12	0	0	0
kw_1538	j.15	BNK	MAH	MW		M						
kw_1539	j.15	BHM	MAH	MW		FS2	0	350	6	0	0	0
kw_1540	j.15	LTM	MAH	MW		FS2	0	435	5	2	10	4
kw_1541	j.15	PAR	MAH	MW		X						
kw_1542	j.15	EGM	MAH	MW		SO	0	398	6	0	0	0
kw_1543	j.15	MIL	MAH	MW		B	1	103	8	1	15	1.875
kw_1544	j.15	SAD	MAH	MW		FS2	0	353	9	0	0	0
kw_1545	j.15	PCS	MAH	MW		FS2	0	277	13	2	15	2.307692308
kw_1546	j.15	BVM	MAH	MW		X						
kw_1547	j.15	PCS	MAH	MW		SO	0	437	14	0	0	0
kw_1548	j.15	MAH	MAH	MW		SO	0	586	0	0	0	0
kw_1549	j.15	IRF	MAH	MW		FS2	0	333	9	2	5	1.111111111
kw_1550	j.15	SIL	MAH	MW		FS2	0	353	8	0	0	0
kw_1551	j.16	PCS	MAH	CR		SO	0	337	4	1	50	12.5
kw_1552	j.16	BHS	MAH	CR		FS1	0	264	8	5	20	12.5
kw_1553	j.16	VNH	MAH	CR		M						
kw_1554	j.16	LTM	MAH	CR		R	0	24	10	0	0	0
kw_1555	j.16	PCS	MAH	CR		X						
kw_1556	j.16	IRF	MAH	CR		SO	0	248	12	2	10	1.666666667
kw_1557	j.16	MFP	MAH	CR		X						
kw_1558	j.16	DDW	MAH	CR		FS2	0	263	5	0	0	0
kw_1559	j.16	JAM	MAH	CR		X						
kw_1560	j.16	DDW	MAH	CR		R	0	19	9	0	0	0
kw_1561	j.16	MIL	MAH	CR		R	0	38	14	0	0	0
kw_1562	j.16	PAR	MAH	CR		X						
kw_1563	j.16	BVC	MAH	CR		R	0	42	13	4	5	1.538461538
kw_1564	j.16	WHC	MAH	CR		FS2	0	318	12	0	0	0
kw_1565	j.16	BVM	MAH	CR		X						
kw_1566	j.16	PAR	MAH	CR		X						
kw_1567	j.16	VNH	MAH	CR		R	0	33	11	6	10	5.454545455
kw_1568	j.16	SIL	MAH	CR		R	0	23	16	7	30	13.125
kw_1569	j.16	FLF	MAH	CR		R	0	44	12	0	0	0
kw_1570	j.16	BNK	MAH	CR		R	0	35	17	0	0	0
kw_1571	j.16	MAH	MAH	CR		R	0	33	17	0	0	0
kw_1572	j.16	BVM	MAH	CR		X						
kw_1573	j.16	EGM	MAH	CR		R	0	32	10	0	0	0
kw_1574	j.16	JAM	MAH	CR		R	0	44	9	0	0	0
kw_1575	j.16	HMC	MAH	CR		X						
kw_1576	j.16	BVC	MAH	CR		SO	0	320	13	1	10	0.769230769
kw_1577	j.16	ECM	MAH	CR		SO	0	419	0	0	0	0
kw_1578	j.16	SIL	MAH	CR		FS1	0	290	18	7	10	3.888888889
kw_1579	j.16	WHC	MAH	CR		R	0	15	18	1	5	0.277777778
kw_1580	j.16	LTM	MAH	CR		SO	0	340	11	6	10	5.454545455
kw_1581	j.16	ECM	MAH	CR		R	0	51	13	1	10	0.769230769
kw_1582	j.16	BHM	MAH	CR		R	0	23	9	6	40	26.66666667
kw_1583	j.16	MFP	MAH	CR		X						
kw_1584	j.16	SAD	MAH	CR		SO	0	486	13	2	5	0.769230769
kw_1585	j.16	HMC	MAH	CR		X						
kw_1586	j.16	RUB	MAH	CR		X						
kw_1587	j.16	SAD	MAH	CR		FS2	0	432	2	0	0	0
kw_1588	j.16	THT	MAH	CR		FS2	0	241	17	0	0	0
kw_1589	j.16	BHS	MAH	CR		R	0	48	14	1	5	0.357142857
kw_1590	j.16	BNK	MAH	CR		R	0	47	20	0	0	0
kw_1591	j.16	RUB	MAH	CR		X						
kw_1592	j.16	EGM	MAH	CR		SO	0	394	5	0	0	0
kw_1593	j.16	THT	MAH	CR		SO	0	269	10	0	0	0
kw_1594	j.16	FLF	MAH	CR		SO	0	256	4	0	0	0
kw_1595	j.16	MAH	MAH	CR		R	0	10	9	0	0	0
kw_1596	j.16	BHM	MAH	CR		R	0	43	11	2	15	2.727272727
kw_1597	j.16	MIL	MAH	CR		R	0	23	17	2	10	1.176470588
kw_1598	j.16	BSC	MAH	CR		R	0	54	12	1	15	1.25
kw_1599	j.16	BSC	MAH	CR		R	0	48	15	0	0	0
kw_1600	j.16	IRF	MAH	CR		R	0	36	16	2	15	1.875
kw_1601	m.01	BHS	MAH	CR		X						
kw_1602	m.01	MIL	MAH	CR		X						
kw_1603	m.01	SIL	MAH	CR		FO	0	254	13	0	0	0
kw_1604	m.01	THT	MAH	CR		FO	0	163	10	0	0	0
kw_1605	m.01	BHM	MAH	CR		SO	0	432	5	0	0	0
kw_1606	m.01	THT	MAH	CR		R	0	58	12	6	20	10
kw_1607	m.01	PAR	MAH	CR		X						
kw_1608	m.01	VNH	MAH	CR		B	0	71	17	1	30	1.764705882
kw_1609	m.01	RUB	MAH	CR		FS2	0	343	12	5	15	6.25
kw_1610	m.01	MFP	MAH	CR		X						
kw_1611	m.01	DDW	MAH	CR		FO	0	168	12	0	0	0
kw_1612	m.01	SIL	MAH	CR		SO	0	407	9	0	0	0
kw_1613	m.01	IRF	MAH	CR		R	0	54	16	0	0	0
kw_1614	m.01	SAD	MAH	CR		B	0	95	15	0	0	0
kw_1615	m.01	MAH	MAH	CR		SO	0	514	0	0	0	0
kw_1616	m.01	DDW	MAH	CR		SO	0	288	10	5	10	5
kw_1617	m.01	FLF	MAH	CR		SO	0	483	0	0	0	0
kw_1618	m.01	BSC	MAH	CR		FO	0	227	7	0	0	0
kw_1619	m.01	SAD	MAH	CR		X						
kw_1620	m.01	WHC	MAH	CR		R	0	32	8	8	50	50
kw_1621	m.01	MIL	MAH	CR		X						
kw_1622	m.01	JAM	MAH	CR		SO	0	410	0	0	0	0
kw_1623	m.01	FLF	MAH	CR		SO	0	419	0	0	0	0
kw_1624	m.01	WHC	MAH	CR		R	0	12	6	0	0	0
kw_1625	m.01	PAR	MAH	CR		FS1	0	380	9	1	30	3.333333333
kw_1626	m.01	BNK	MAH	CR		X						
kw_1627	m.01	PCS	MAH	CR		X						
kw_1628	m.01	LTM	MAH	CR		SO	0	316	8	2	10	2.5
kw_1629	m.01	BVC	MAH	CR		R	0	59	14	0	0	0
kw_1630	m.01	VNH	MAH	CR		R	0	71	13	0	0	0
kw_1631	m.01	BVM	MAH	CR		X						
kw_1632	m.01	HMC	MAH	CR		FS2	0	396	12	0	0	0
kw_1633	m.01	BSC	MAH	CR		SO	0	256	7	1	5	0.714285714
kw_1634	m.01	ECM	MAH	CR		SO	0	427	0	0	0	0
kw_1635	m.01	LTM	MAH	CR		FS2	0	283	5	0	0	0
kw_1636	m.01	ECM	MAH	CR		SO	0	362	0	0	0	0
kw_1637	m.01	MAH	MAH	CR		FS2	0	280	0	0	0	0
kw_1638	m.01	BVC	MAH	CR		R	0	65	15	0	0	0
kw_1639	m.01	RUB	MAH	CR		FS2	0	353	6	0	0	0
kw_1640	m.01	PCS	MAH	CR		FS2	0	352	5	0	0	0
kw_1641	m.01	BNK	MAH	CR		SO	0	287	0	0	0	0
kw_1642	m.01	BHM	MAH	CR		SO	0	304	4	1	5	1.25
kw_1643	m.01	HMC	MAH	CR		SO	0	396	4	0	0	0
kw_1644	m.01	EGM	MAH	CR		X						
kw_1645	m.01	IRF	MAH	CR		SO	0	240	6	0	0	0
kw_1646	m.01	MFP	MAH	CR		X						
kw_1647	m.01	BHS	MAH	CR		X						
kw_1648	m.01	EGM	MAH	CR		FS2	0	480	0	0	0	0
kw_1649	m.01	JAM	MAH	CR		SO	0	384	0	0	0	0
kw_1650	m.01	BVM	MAH	CR		SO	0	467	7	0	0	0
kw_1651	m.02	BHM	MAH	MW		R	0	14	10	2	20	4
kw_1652	m.02	MIL	MAH	MW		X						
kw_1653	m.02	SAD	MAH	MW		X						
kw_1654	m.02	BVM	MAH	MW		R	0	16	12	8	30	20
kw_1655	m.02	RUB	MAH	MW		X						
kw_1656	m.02	FLF	MAH	MW		X						
kw_1657	m.02	LTM	MAH	MW		SO	0	244	6	1	15	2.5
kw_1658	m.02	SAD	MAH	MW		X						
kw_1659	m.02	HMC	MAH	MW		R	0	10	7	0	0	0
kw_1660	m.02	ECM	MAH	MW		R	0	10	6	3	40	20
kw_1661	m.02	BVC	MAH	MW		X						
kw_1662	m.02	MFP	MAH	MW		X						
kw_1663	m.02	PAR	MAH	MW		X						
kw_1664	m.02	PCS	MAH	MW		X						
kw_1665	m.02	THT	MAH	MW		FS1	0	179	17	1	20	1.176470588
kw_1666	m.02	RUB	MAH	MW		X						
kw_1667	m.02	MAH	MAH	MW		SO	0	469	0	0	0	0
kw_1668	m.02	VNH	MAH	MW		X						
kw_1669	m.02	BHS	MAH	MW		X						
kw_1670	m.02	SIL	MAH	MW		R	0	14	7	4	35	20
kw_1671	m.02	WHC	MAH	MW		X						
kw_1672	m.02	MAH	MAH	MW		X						
kw_1673	m.02	THT	MAH	MW		X						
kw_1674	m.02	EGM	MAH	MW		X						
kw_1675	m.02	BNK	MAH	MW		X						
kw_1676	m.02	IRF	MAH	MW		M						
kw_1677	m.02	DDW	MAH	MW		X						
kw_1678	m.02	IRF	MAH	MW		FS2	0	342	10	0	0	0
kw_1679	m.02	BNK	MAH	MW		X						
kw_1680	m.02	BSC	MAH	MW		X						
kw_1681	m.02	JAM	MAH	MW		X						
kw_1682	m.02	VNH	MAH	MW		X						
kw_1683	m.02	BVM	MAH	MW		R	0	13	5	4	40	32
kw_1684	m.02	LTM	MAH	MW		X						
kw_1685	m.02	PCS	MAH	MW		R	0	20	8	4	35	17.5
kw_1686	m.02	BHS	MAH	MW		X						
kw_1687	m.02	JAM	MAH	MW		SO	0	454	0	0	0	0
kw_1688	m.02	BSC	MAH	MW		X						
kw_1689	m.02	PAR	MAH	MW		R	0	19	7	0	0	0
kw_1690	m.02	WHC	MAH	MW		X						
kw_1691	m.02	MIL	MAH	MW		X						
kw_1692	m.02	BHM	MAH	MW		X						
kw_1693	m.02	MFP	MAH	MW		X						
kw_1694	m.02	HMC	MAH	MW		FS1	0	340	4	0	0	0
kw_1695	m.02	ECM	MAH	MW		X						
kw_1696	m.02	SIL	MAH	MW		X						
kw_1697	m.02	BVC	MAH	MW		X						
kw_1698	m.02	DDW	MAH	MW		X						
kw_1699	m.02	FLF	MAH	MW		X						
kw_1700	m.02	EGM	MAH	MW		R	0	11	12	1	30	2.5
kw_1701	m.03	BNK	MAH	CR		SO	0	410	0	0	0	0
kw_1702	m.03	WHC	MAH	CR		FO	0	181	3	0	0	0
kw_1703	m.03	MFP	MAH	CR		X						
kw_1704	m.03	BSC	MAH	CR		SO	0	342	5	1	10	2
kw_1705	m.03	PAR	MAH	CR		R	0	54	16	5	10	3.125
kw_1706	m.03	MFP	MAH	CR		X						
kw_1707	m.03	EGM	MAH	CR		SO	0	426	0	0	0	0
kw_1708	m.03	DDW	MAH	CR		SO	0	303	12	6	10	5
kw_1709	m.03	EGM	MAH	CR		X						
kw_1710	m.03	ECM	MAH	CR		X						
kw_1711	m.03	BVM	MAH	CR		R	0	46	15	3	10	2
kw_1712	m.03	LTM	MAH	CR		SO	0	422	4	1	5	1.25
kw_1713	m.03	PCS	MAH	CR		SO	0	288	6	3	10	5
kw_1714	m.03	BHS	MAH	CR		X						
kw_1715	m.03	THT	MAH	CR		R	0	42	19	3	10	1.578947368
kw_1716	m.03	PAR	MAH	CR		X						
kw_1717	m.03	ECM	MAH	CR		SO	0	387	0	0	0	0
kw_1718	m.03	IRF	MAH	CR		SO	0	269	8	1	80	10
kw_1719	m.03	MAH	MAH	CR		X						
kw_1720	m.03	FLF	MAH	CR		FO	1	286	5	1	20	4
kw_1721	m.03	RUB	MAH	CR		SO	0	358	6	2	10	3.333333333
kw_1722	m.03	BHM	MAH	CR		X						
kw_1723	m.03	SAD	MAH	CR		SO	0	433	3	0	0	0
kw_1724	m.03	THT	MAH	CR		R	0	32	9	0	0	0
kw_1725	m.03	BHM	MAH	CR		SO	0	347	3	2	10	6.666666667
kw_1726	m.03	MIL	MAH	CR		SO	0	449	0	0	0	0
kw_1727	m.03	FLF	MAH	CR		X						
kw_1728	m.03	BNK	MAH	CR		SO	0	253	0	0	0	0
kw_1729	m.03	PCS	MAH	CR		B	1	143	4	0	0	0
kw_1730	m.03	IRF	MAH	CR		B	1	117	12	7	20	11.66666667
kw_1731	m.03	BVM	MAH	CR		FO	0	211	6	2	5	1.666666667
kw_1732	m.03	JAM	MAH	CR		SO	0	215	0	0	0	0
kw_1733	m.03	VNH	MAH	CR		X						
kw_1734	m.03	HMC	MAH	CR		FS2	0	425	10	0	0	0
kw_1735	m.03	VNH	MAH	CR		X						
kw_1736	m.03	JAM	MAH	CR		SO	0	428	0	0	0	0
kw_1737	m.03	MAH	MAH	CR		R	0	42	14	3	10	2.142857143
kw_1738	m.03	RUB	MAH	CR		FS2	0	403	4	1	30	7.5
kw_1739	m.03	BHS	MAH	CR		X						
kw_1740	m.03	SIL	MAH	CR		B	1	158	9	6	30	20
kw_1741	m.03	BVC	MAH	CR		X						
kw_1742	m.03	DDW	MAH	CR		FS2	0	240	5	3	5	3
kw_1743	m.03	SAD	MAH	CR		R	0	68	17	0	0	0
kw_1744	m.03	SIL	MAH	CR		SO	0	392	6	2	5	1.666666667
kw_1745	m.03	HMC	MAH	CR		FS2	0	432	11	2	25	4.545454545
kw_1746	m.03	LTM	MAH	CR		SO	0	228	4	1	10	2.5
kw_1747	m.03	WHC	MAH	CR		FS2	0	396	8	2	10	2.5
kw_1748	m.03	BSC	MAH	CR		X						
kw_1749	m.03	MIL	MAH	CR		SO	0	297	9	0	0	0
kw_1750	m.03	BVC	MAH	CR		R	0	59	13	13	20	20
kw_1751	m.04	DDW	MAH	CR		SO	0	422	10	0	0	0
kw_1752	m.04	WHC	MAH	CR		FS2	0	319	0	0	0	0
kw_1753	m.04	ECM	MAH	CR		SO	0	492	0	0	0	0
kw_1754	m.04	EGM	MAH	CR		B	0	305	7	0	0	0
kw_1755	m.04	JAM	MAH	CR		R	0	47	11	1	20	1.818181818
kw_1756	m.04	BNK	MAH	CR		SO	0	378	0	0	0	0
kw_1757	m.04	ECM	MAH	CR		SO	0	468	0	0	0	0
kw_1758	m.04	SAD	MAH	CR		R	0	58	13	0	0	0
kw_1759	m.04	IRF	MAH	CR		SO	0	329	7	0	0	0
kw_1760	m.04	MFP	MAH	CR		X						
kw_1761	m.04	BVC	MAH	CR		X						
kw_1762	m.04	PCS	MAH	CR		X						
kw_1763	m.04	HMC	MAH	CR		X						
kw_1764	m.04	BVM	MAH	CR		X						
kw_1765	m.04	BVM	MAH	CR		FS2	0	415	6	0	0	0
kw_1766	m.04	SIL	MAH	CR		SO	0	369	6	0	0	0
kw_1767	m.04	BNK	MAH	CR		SO	0	467	0	0	0	0
kw_1768	m.04	DDW	MAH	CR		FS2	0	230	11	0	0	0
kw_1769	m.04	BHS	MAH	CR		SO	0	158	1	0	0	0
kw_1770	m.04	WHC	MAH	CR		X						
kw_1771	m.04	VNH	MAH	CR		X						
kw_1772	m.04	EGM	MAH	CR		SO	0	621	0	0	0	0
kw_1773	m.04	MIL	MAH	CR		SO	0	409	0	0	0	0
kw_1774	m.04	MIL	MAH	CR		SO	0	517	0	0	0	0
kw_1775	m.04	THT	MAH	CR		R	0	67	12	1	50	4.166666667
kw_1776	m.04	PCS	MAH	CR		M						
kw_1777	m.04	BVC	MAH	CR		FS2	0	319	4	0	0	0
kw_1778	m.04	MAH	MAH	CR		SO	0	507	0	0	0	0
kw_1779	m.04	IRF	MAH	CR		SO	0	352	12	0	0	0
kw_1780	m.04	MFP	MAH	CR		R	0	35	8	1	20	2.5
kw_1781	m.04	MAH	MAH	CR		SO	0	478	0	0	0	0
kw_1782	m.04	BHS	MAH	CR		X						
kw_1783	m.04	RUB	MAH	CR		SO	0	411	3	0	0	0
kw_1784	m.04	BSC	MAH	CR		FS1	0	323	6	0	0	0
kw_1785	m.04	FLF	MAH	CR		SO	0	531	0	0	0	0
kw_1786	m.04	THT	MAH	CR		X						
kw_1787	m.04	PAR	MAH	CR		X						
