HPLC_ID	RetTime	Area	GS
6367	5.664	146.55	6MSOH	
6367	5.918	77.33	1MP	
6525	1.14	30.29	2OH1ME	
6525	1.63	460.7	sinigrin	
7697	1.599	806.99	sinigrin	
7697	3.044	830.58	1ME	
7697	5.67	49.18	6MSOH	
7697	5.926	262.16	1MP	
blank48	1.694	14.59	sinigrin	
7604	1.158	142.32	2OH1ME	
7604	1.63	484.0	sinigrin	
7604	3.098	136.81	1ME	
7525	1.144	329.76	2OH1ME	
7525	1.608	783.45	sinigrin	
7525	3.053	97.84	1ME	
7525	5.661	184.73	6MSOH	
7565	1.635	461.03	sinigrin	
7565	3.093	146.23	1ME	
7565	5.661	36.48	6MSOH	
7565	5.918	96.31	1MP	
6649	1.6	666.0	sinigrin	
6649	3.049	1892.26	1ME	
6649	5.671	28.54	6MSOH	
6649	5.927	570.02	1MP	
6358	1.154	1120.98	2OH1ME	
6358	1.614	956.33	sinigrin	
6358	3.07	130.81	1ME	
6358	5.667	256.1	6MSOH	
sinigrin48	1.661	718.29	sinigrin	
6601	1.624	485.61	sinigrin	
6601	3.088	537.14	1ME	
6601	5.663	7.53	6MSOH	
6601	5.92	362.05	1MP	
7045	1.599	743.85	sinigrin	
7045	3.049	1055.92	1ME	
7045	5.68	50.75	6MSOH	
7045	5.937	259.39	1MP	
6962	1.05	13.67	2OH1ME	
6962	1.606	986.43	sinigrin	
6962	3.045	3141.11	1ME	
6962	5.686	78.06	6MSOH	
6962	5.941	1720.0	1MP	
7599	1.133	1046.36	2OH1ME	
7599	1.586	1102.12	sinigrin	
7599	3.044	463.0	1ME	
7599	5.688	792.3	6MSOH	
7390	1.633	499.27	sinigrin	
7390	3.1	37.57	1ME	
7390	5.659	8.71	6MSOH	
7390	5.917	40.4	1MP	
6578	1.618	744.15	sinigrin	
6578	3.063	2055.43	1ME	
6578	5.664	9.49	6MSOH	
6578	5.917	168.78	1MP	
7751	1.597	771.16	sinigrin	
7751	3.044	751.67	1ME	
7751	5.675	134.54	6MSOH	
7751	5.932	200.64	1MP	
7442	1.157	51.0	2OH1ME	
7442	1.632	530.64	sinigrin	
7442	3.098	21.35	1ME	
7442	5.67	59.46	6MSOH	
7752	1.629	697.38	sinigrin	
7752	3.088	659.5	1ME	
7752	5.665	53.54	6MSOH	
7752	5.919	398.71	1MP	
6287	1.627	436.98	sinigrin	
6287	3.079	552.68	1ME	
6287	5.657	19.15	6MSOH	
6287	5.915	12.05	1MP	
6443	1.623	426.92	sinigrin	
6443	5.659	362.53	6MSOH	
6235	1.636	509.74	sinigrin	
6235	3.108	329.43	1ME	
6235	5.662	11.24	6MSOH	
6235	5.919	218.42	1MP	
6997	1.588	911.42	sinigrin	
6997	3.039	77.79	1ME	
6997	5.945	40.96	1MP	
6937	1.151	320.99	2OH1ME	
6937	1.629	539.14	sinigrin	
7231	1.591	1007.77	sinigrin	
7231	3.032	1707.04	1ME	
7231	5.69	139.71	6MSOH	
7231	5.946	172.22	1MP	
6252	1.601	774.5	sinigrin	
6252	3.05	350.01	1ME	
6252	5.936	78.84	1MP	
7329	1.601	725.88	sinigrin	
7329	3.052	128.22	1ME	
7329	5.662	39.13	6MSOH	
7329	5.917	106.11	1MP	
6298	1.614	456.82	sinigrin	
6298	3.059	21.99	1ME	
6298	5.914	10.28	1MP	
7315	1.584	866.42	sinigrin	
7315	5.674	2896.41	6MSOH	
6516	1.613	772.18	sinigrin	
6516	3.057	3331.53	1ME	
6516	5.661	51.13	6MSOH	
6516	5.916	324.28	1MP	
6867	1.622	451.9	sinigrin	
6867	3.082	411.41	1ME	
6867	5.656	30.31	6MSOH	
6867	5.913	272.57	1MP	
6572	1.154	208.61	2OH1ME	
6572	1.627	540.02	sinigrin	
6398	1.143	88.84	2OH1ME	
6398	1.599	920.6	sinigrin	
6398	5.674	19.8	6MSOH	
6563	1.139	2320.23	2OH1ME	
6563	1.589	1039.98	sinigrin	
6563	3.051	46.22	1ME	
6563	5.678	204.73	6MSOH	
6375	1.151	275.54	2OH1ME	
6375	1.593	1020.86	sinigrin	
6375	3.038	59.95	1ME	
6375	5.697	42.05	6MSOH	
7431	1.648	543.34	sinigrin	
7431	3.126	679.13	1ME	
7431	5.669	150.76	6MSOH	
7431	5.927	466.86	1MP	
6319	1.157	677.53	2OH1ME	
6319	1.629	574.29	sinigrin	
6319	3.1	96.21	1ME	
6319	5.661	148.55	6MSOH	
7212	1.157	385.91	2OH1ME	
7212	1.616	847.41	sinigrin	
7212	3.066	365.31	1ME	
7212	5.658	218.75	6MSOH	
7620	1.168	423.09	2OH1ME	
7620	1.636	551.19	sinigrin	
7620	3.105	323.03	1ME	
7620	5.664	21.13	6MSOH	
7542	1.613	398.18	sinigrin	
7542	3.061	361.39	1ME	
7542	5.654	143.23	6MSOH	
7542	5.909	300.5	1MP	
6619	1.625	479.34	sinigrin	
6619	3.105	158.68	1ME	
6619	5.919	68.2	1MP	
6369	1.152	88.29	2OH1ME	
6369	1.631	505.39	sinigrin	
6369	3.123	10.41	1ME	
6369	5.662	9.51	6MSOH	
6967	1.579	809.48	sinigrin	
6967	3.024	1520.38	1ME	
6967	5.683	129.53	6MSOH	
6967	5.941	1289.87	1MP	
7311	1.651	598.23	sinigrin	
7311	3.13	593.29	1ME	
7311	5.675	56.1	6MSOH	
7311	5.936	153.73	1MP	
6342	1.076	17.85	2OH1ME	
6342	1.62	1217.54	sinigrin	
6342	3.067	128.88	1ME	
6342	5.954	83.36	1MP	
6579	1.044	26.1	2OH1ME	
6579	1.605	1032.87	sinigrin	
6579	3.053	1040.45	1ME	
6579	5.671	68.68	6MSOH	
6579	5.929	752.25	1MP	
7549	1.594	786.38	sinigrin	
7549	3.035	3020.69	1ME	
7549	5.673	134.17	6MSOH	
7549	5.93	1685.41	1MP	
6841	1.59	859.94	sinigrin	
6841	3.036	1851.45	1ME	
6841	5.691	77.99	6MSOH	
6841	5.951	447.67	1MP	
sinigrin49	1.605	859.16	sinigrin	
6905	1.134	1195.68	2OH1ME	
6905	1.582	1005.91	sinigrin	
6905	5.675	34.06	6MSOH	
7826	1.615	428.95	sinigrin	
7826	3.073	291.42	1ME	
7826	5.658	130.13	6MSOH	
7826	5.913	109.22	1MP	
7117	1.145	2774.54	2OH1ME	
7117	1.6	1092.47	sinigrin	
7117	3.022	16.35	1ME	
7117	5.658	218.41	6MSOH	
7709	1.159	526.92	2OH1ME	
7709	1.617	915.67	sinigrin	
7709	3.073	964.11	1ME	
7709	5.659	33.94	6MSOH	
7709	5.914	22.5	1MP	
7706	1.613	751.72	sinigrin	
7706	3.06	828.84	1ME	
7706	5.662	116.09	6MSOH	
7706	5.917	612.46	1MP	
7644	1.602	719.93	sinigrin	
7644	3.053	1066.44	1ME	
7644	5.66	104.84	6MSOH	
7644	5.914	620.43	1MP	
6870	1.629	494.12	sinigrin	
6870	3.095	559.46	1ME	
6870	5.917	399.0	1MP	
6537	1.621	483.11	sinigrin	
6537	3.081	499.72	1ME	
6537	5.915	59.08	1MP	
6389	1.626	453.97	sinigrin	
6389	3.067	17.86	1ME	
6389	5.913	14.3	1MP	
7276	1.607	731.09	sinigrin	
7276	3.062	319.18	1ME	
7276	5.661	55.3	6MSOH	
7276	5.915	215.33	1MP	
6329	1.601	748.78	sinigrin	
6329	3.052	4278.46	1ME	
6329	5.66	380.3	6MSOH	
6329	5.916	595.64	1MP	
6453	1.592	780.46	sinigrin	
6453	5.682	13.72	6MSOH	
7086	1.642	520.31	sinigrin	
7086	3.123	249.86	1ME	
7086	5.928	104.16	1MP	
7119	1.652	661.34	sinigrin	
7119	3.047	37.5	1ME	
7119	5.669	3640.99	6MSOH	
6808	1.616	757.89	sinigrin	
6808	3.06	3903.0	1ME	
6808	5.66	247.17	6MSOH	
6808	5.913	991.93	1MP	
7122	1.59	865.03	sinigrin	
7122	3.04	248.17	1ME	
7122	5.943	99.88	1MP	
7376	1.615	403.07	sinigrin	
7376	3.068	633.15	1ME	
7376	5.654	171.57	6MSOH	
7376	5.909	697.14	1MP	
7755	1.622	486.61	sinigrin	
7755	3.087	360.88	1ME	
7755	5.661	64.24	6MSOH	
7755	5.917	88.76	1MP	
6424	1.617	462.06	sinigrin	
6424	3.072	390.16	1ME	
6424	5.655	25.81	6MSOH	
6424	5.911	404.5	1MP	
6608	1.581	905.02	sinigrin	
6608	3.033	548.76	1ME	
6608	5.946	91.53	1MP	
6656	1.6	818.26	sinigrin	
6656	3.056	394.54	1ME	
6656	5.676	57.13	6MSOH	
6656	5.934	304.46	1MP	
7474	1.607	481.78	sinigrin	
7474	3.061	1728.72	1ME	
7474	5.656	359.41	6MSOH	
7474	5.912	444.24	1MP	
6613	1.176	1218.23	2OH1ME	
6613	1.65	760.34	sinigrin	
6613	5.681	134.92	6MSOH	
7144	1.162	22.58	2OH1ME	
7144	1.631	482.93	sinigrin	
7144	3.071	6.06	1ME	
7144	5.66	25.13	6MSOH	
7502	1.154	1811.11	2OH1ME	
7502	1.61	969.95	sinigrin	
7502	3.061	155.79	1ME	
7502	5.665	531.95	6MSOH	
6373	1.606	839.59	sinigrin	
6373	3.056	53.77	1ME	
6373	5.93	15.26	1MP	
7607	1.589	839.9	sinigrin	
7607	3.042	1774.84	1ME	
7607	5.675	143.02	6MSOH	
7607	5.934	899.93	1MP	
7793	1.624	424.77	sinigrin	
7793	3.091	99.99	1ME	
7793	5.657	22.12	6MSOH	
7793	5.914	92.98	1MP	
6275	1.637	498.13	sinigrin	
6275	3.098	136.94	1ME	
6275	5.663	29.77	6MSOH	
6275	5.919	117.41	1MP	
6961	1.604	821.77	sinigrin	
6961	5.671	572.55	6MSOH	
6782	1.581	930.76	sinigrin	
6782	3.033	681.7	1ME	
6782	5.946	143.37	1MP	
6472	1.614	818.3	sinigrin	
6472	3.065	162.73	1ME	
6472	5.916	100.92	1MP	
7080	1.611	763.11	sinigrin	
7080	5.674	47.7	6MSOH	
7372	1.619	442.06	sinigrin	
7372	3.079	620.43	1ME	
7372	5.658	52.31	6MSOH	
7372	5.914	161.29	1MP	
6214	1.634	537.61	sinigrin	
6285	1.165	309.76	2OH1ME	
6285	1.636	552.61	sinigrin	
6285	3.109	92.12	1ME	
6285	5.661	6.71	6MSOH	
6204	1.07	35.73	2OH1ME	
6204	1.651	554.1	sinigrin	
6204	3.129	1560.01	1ME	
6204	5.673	96.2	6MSOH	
6204	5.933	906.4	1MP	
6571	1.171	443.37	2OH1ME	
6571	1.641	560.78	sinigrin	
6571	3.11	133.85	1ME	
6571	5.66	458.82	6MSOH	
7067	1.143	222.46	2OH1ME	
7067	1.598	1008.92	sinigrin	
6940	1.135	795.04	2OH1ME	
6940	1.589	1037.18	sinigrin	
6940	3.045	43.13	1ME	
6940	5.684	145.44	6MSOH	
6568	1.154	2411.08	2OH1ME	
6568	1.614	726.72	sinigrin	
6568	3.072	84.36	1ME	
6568	5.658	184.21	6MSOH	
6982	1.613	533.49	sinigrin	
6982	3.066	180.43	1ME	
6982	5.657	9.75	6MSOH	
6982	5.913	25.63	1MP	
6399	1.608	773.82	sinigrin	
6399	5.657	409.93	6MSOH	
6842	1.631	445.91	sinigrin	
6842	3.09	432.08	1ME	
6842	5.915	153.75	1MP	
6995	1.133	507.56	2OH1ME	
6995	1.592	793.31	sinigrin	
6995	3.038	24.96	1ME	
6995	5.666	9.49	6MSOH	
7630	1.021	11.95	2OH1ME	
7630	1.579	943.53	sinigrin	
7630	3.021	2171.64	1ME	
7630	5.686	62.51	6MSOH	
7630	5.944	152.15	1MP	
6818	1.139	703.93	2OH1ME	
6818	1.587	937.52	sinigrin	
6818	5.682	138.25	6MSOH	
7000	1.598	824.04	sinigrin	
7000	3.049	56.73	1ME	
7000	5.676	91.67	6MSOH	
7000	5.932	69.25	1MP	
6992	1.149	782.07	2OH1ME	
6992	1.613	891.92	sinigrin	
6992	5.659	180.33	6MSOH	
6810	1.643	646.97	sinigrin	
6810	3.127	572.21	1ME	
6810	5.669	20.17	6MSOH	
6810	5.929	560.02	1MP	
6528	1.114	29.17	2OH1ME	
6528	1.609	736.1	sinigrin	
7079	1.173	95.45	2OH1ME	
7079	1.644	551.8	sinigrin	
6425	1.609	420.9	sinigrin	
6425	3.063	75.85	1ME	
6425	5.656	21.25	6MSOH	
6425	5.912	58.94	1MP	
6552	1.604	700.79	sinigrin	
6552	3.06	1888.48	1ME	
6552	5.67	91.34	6MSOH	
6552	5.926	1653.06	1MP	
6451	1.155	554.91	2OH1ME	
6451	1.624	551.29	sinigrin	
7084	1.592	802.58	sinigrin	
7084	3.046	741.61	1ME	
7084	5.671	259.2	6MSOH	
7084	5.928	673.34	1MP	
6242	1.051	17.8	2OH1ME	
6242	1.603	931.23	sinigrin	
7191	1.146	437.52	2OH1ME	
7191	1.605	936.38	sinigrin	
7191	3.059	260.61	1ME	
7191	5.673	43.45	6MSOH	
6550	1.63	451.82	sinigrin	
6550	3.023	59.3	1ME	
6550	5.651	4773.19	6MSOH	
6566	1.15	159.6	2OH1ME	
6566	1.614	675.19	sinigrin	
6371	1.584	798.18	sinigrin	
6371	3.036	625.77	1ME	
6371	5.679	8.58	6MSOH	
6371	5.936	54.58	1MP	
7359	1.645	485.93	sinigrin	
7359	3.115	625.93	1ME	
7359	5.662	104.83	6MSOH	
7359	5.92	186.86	1MP	
6675	1.179	750.88	2OH1ME	
6675	1.661	770.89	sinigrin	
6675	3.152	454.05	1ME	
6675	5.681	973.15	6MSOH	
6927	1.627	461.03	sinigrin	
6927	3.091	256.49	1ME	
6927	5.655	13.17	6MSOH	
6927	5.912	181.86	1MP	
7570	1.604	827.04	sinigrin	
7570	3.055	344.13	1ME	
7570	5.671	107.96	6MSOH	
7570	5.928	218.93	1MP	
7034	1.141	245.34	2OH1ME	
7034	1.589	1116.64	sinigrin	
6554	1.602	851.93	sinigrin	
6554	3.057	91.36	1ME	
6554	5.933	15.09	1MP	
6960	1.155	319.49	2OH1ME	
6960	1.606	1002.02	sinigrin	
6960	5.684	19.36	6MSOH	
7458	1.614	743.82	sinigrin	
7458	3.062	1042.3	1ME	
7458	5.665	196.79	6MSOH	
7458	5.92	678.97	1MP	
7511	1.646	495.06	sinigrin	
7511	3.119	164.85	1ME	
7511	5.663	42.94	6MSOH	
7511	5.921	57.34	1MP	
6317	1.158	982.24	2OH1ME	
6317	1.616	848.51	sinigrin	
6317	3.067	29.0	1ME	
6317	5.662	120.22	6MSOH	
7182	1.635	491.47	sinigrin	
7182	3.11	254.25	1ME	
7182	5.662	180.15	6MSOH	
7182	5.918	208.73	1MP	
6460	1.621	443.39	sinigrin	
6460	3.078	165.48	1ME	
6460	5.912	103.05	1MP	
6505	1.632	543.54	sinigrin	
6505	3.115	511.32	1ME	
6505	5.932	170.19	1MP	
6216	1.636	526.22	sinigrin	
6216	3.108	146.38	1ME	
6216	5.924	25.42	1MP	
7759	1.603	790.07	sinigrin	
7759	3.055	1172.2	1ME	
7759	5.663	140.54	6MSOH	
7759	5.92	921.07	1MP	
7611	1.045	20.15	2OH1ME	
7611	1.591	959.09	sinigrin	
7611	3.039	2245.68	1ME	
7611	5.692	174.41	6MSOH	
7611	5.94	89.07	1MP	
6219	1.589	779.57	sinigrin	
6219	3.042	21.84	1ME	
6972	1.163	215.66	2OH1ME	
6972	1.627	521.02	sinigrin	
6972	3.072	17.93	1ME	
6972	5.661	30.82	6MSOH	
6488	1.614	686.84	sinigrin	
6488	3.063	577.99	1ME	
6488	5.668	10.7	6MSOH	
6488	5.921	12.13	1MP	
6942	1.589	800.37	sinigrin	
6942	5.68	1007.68	6MSOH	
7563	1.62	405.91	sinigrin	
7563	3.07	31.67	1ME	
7563	5.659	6.08	6MSOH	
7563	5.914	19.06	1MP	
7740	1.634	467.09	sinigrin	
7740	3.09	81.87	1ME	
7740	5.66	10.21	6MSOH	
7740	5.916	69.95	1MP	
7190	1.597	786.74	sinigrin	
7190	3.05	458.15	1ME	
7190	5.679	86.63	6MSOH	
7190	5.926	29.03	1MP	
6261	1.152	312.81	2OH1ME	
6261	1.61	805.03	sinigrin	
6620	1.586	851.79	sinigrin	
6620	3.035	1334.93	1ME	
6620	5.679	23.88	6MSOH	
6620	5.938	289.77	1MP	
6347	1.629	426.83	sinigrin	
6347	3.082	260.32	1ME	
6347	5.915	59.53	1MP	
6966	1.162	408.23	2OH1ME	
6966	1.62	523.55	sinigrin	
6966	3.071	309.31	1ME	
6966	5.656	601.82	6MSOH	
7107	1.622	521.44	sinigrin	
7107	5.657	351.47	6MSOH	
7811	1.611	744.41	sinigrin	
7811	3.06	1606.2	1ME	
7811	5.658	122.62	6MSOH	
7811	5.911	801.12	1MP	
7091	1.643	519.74	sinigrin	
7091	3.138	59.9	1ME	
7091	5.671	7.47	6MSOH	
7091	5.93	40.35	1MP	
6239	1.637	493.15	sinigrin	
6239	3.107	540.32	1ME	
6239	5.662	14.85	6MSOH	
6239	5.921	58.27	1MP	
6481	1.17	195.02	2OH1ME	
6481	1.638	518.73	sinigrin	
6481	5.667	40.6	6MSOH	
7783	1.604	770.46	sinigrin	
7783	3.057	206.32	1ME	
7783	5.683	53.68	6MSOH	
7783	5.94	122.7	1MP	
7214	1.149	98.15	2OH1ME	
7214	1.615	795.03	sinigrin	
7214	3.065	77.97	1ME	
7214	5.657	138.2	6MSOH	
6677	1.603	809.96	sinigrin	
6677	3.059	291.21	1ME	
6677	5.681	96.26	6MSOH	
6677	5.939	170.42	1MP	
6521	1.16	33.51	2OH1ME	
6521	1.627	504.29	sinigrin	
7838	1.637	620.15	sinigrin	
7838	3.025	26.42	1ME	
7838	5.662	2255.65	6MSOH	
6939	1.572	829.33	sinigrin	
6939	3.018	1789.5	1ME	
6939	5.678	20.54	6MSOH	
6939	5.938	167.65	1MP	
6934	1.641	492.54	sinigrin	
6934	3.108	102.55	1ME	
6934	5.663	6.89	6MSOH	
6934	5.92	61.33	1MP	
7278	1.622	455.1	sinigrin	
7278	3.079	136.47	1ME	
7278	5.656	42.07	6MSOH	
7278	5.912	32.55	1MP	
6409	1.616	509.78	sinigrin	
6409	3.073	70.68	1ME	
6409	5.657	12.9	6MSOH	
6409	5.914	76.19	1MP	
6979	1.62	490.37	sinigrin	
6979	3.082	516.02	1ME	
6979	5.662	23.11	6MSOH	
6979	5.916	445.73	1MP	
7085	1.153	1274.52	2OH1ME	
7085	1.596	1007.44	sinigrin	
7085	3.06	181.75	1ME	
7085	5.684	344.93	6MSOH	
7734	1.624	773.05	sinigrin	
7734	3.075	298.31	1ME	
7734	5.663	32.76	6MSOH	
7734	5.914	12.05	1MP	
7258	1.18	486.22	2OH1ME	
7258	1.66	725.8	sinigrin	
7258	3.127	505.88	1ME	
7258	5.667	507.85	6MSOH	
6848	1.633	466.51	sinigrin	
6848	3.132	911.87	1ME	
6848	5.669	90.13	6MSOH	
6848	5.928	842.59	1MP	
6859	1.16	469.1	2OH1ME	
6859	1.617	826.14	sinigrin	
6859	3.064	20.84	1ME	
6859	5.661	11.08	6MSOH	
6260	1.643	549.57	sinigrin	
6260	5.66	1406.06	6MSOH	
7663	1.624	449.23	sinigrin	
7663	3.088	471.58	1ME	
7663	5.659	32.8	6MSOH	
7663	5.915	117.77	1MP	
6335	1.163	607.85	2OH1ME	
6335	1.622	503.76	sinigrin	
6335	3.066	79.75	1ME	
6335	5.656	1400.32	6MSOH	
7422	1.636	471.44	sinigrin	
7422	3.099	218.22	1ME	
7422	5.662	17.0	6MSOH	
7422	5.918	22.97	1MP	
6234	1.582	828.72	sinigrin	
7010	2.486	3395.62	2OH1ME	
7010	3.367	1812.51	sinigrin	
7010	5.967	107.32	1ME	
7010	10.755	70.12	6MSOH	
7003	2.487	886.92	2OH1ME	
7003	3.392	1673.85	sinigrin	
7003	10.795	92.57	6MSOH	
6465	3.374	1559.91	sinigrin	
6465	5.993	2693.13	1ME	
6465	11.484	47.29	1MP	
7285	3.384	1583.57	sinigrin	
7285	6.008	12772.0	1ME	
7285	10.798	1777.33	6MSOH	
7285	11.518	436.61	1MP	
6641	2.495	5815.66	2OH1ME	
6641	3.369	1743.34	sinigrin	
6641	5.986	150.27	1ME	
6641	10.758	151.0	6MSOH	
7293	2.519	1294.43	2OH1ME	
7293	3.418	1751.94	sinigrin	
7293	6.085	933.38	1ME	
7293	10.82	786.94	6MSOH	
7480	3.387	1592.45	sinigrin	
7480	6.034	635.73	1ME	
7480	10.781	397.75	6MSOH	
7480	11.498	505.06	1MP	
6685	3.395	1499.38	sinigrin	
6685	6.03	1981.06	1ME	
6685	10.785	1012.62	6MSOH	
6685	11.503	1659.44	1MP	
6431	3.377	1519.16	sinigrin	
6431	5.999	1064.82	1ME	
6431	10.773	34.35	6MSOH	
7036	3.378	1495.21	sinigrin	
7036	5.997	2135.51	1ME	
7036	10.768	41.5	6MSOH	
7036	11.488	147.16	1MP	
7623	3.362	1479.38	sinigrin	
7623	5.955	1920.51	1ME	
7623	10.747	223.47	6MSOH	
7623	11.454	347.3	1MP	
6908	3.382	1618.83	sinigrin	
6908	6.035	492.19	1ME	
6908	11.52	199.43	1MP	
6496	3.373	1577.76	sinigrin	
6496	5.997	1728.36	1ME	
6496	11.484	895.29	1MP	
7724	3.374	1483.99	sinigrin	
7724	5.989	2067.73	1ME	
7724	10.77	180.29	6MSOH	
7724	11.483	166.52	1MP	
sinigrin60	3.399	1772.13	sinigrin	
7655	3.662	1125.69	sinigrin	
7655	6.478	818.99	1ME	
7655	11.038	31.47	6MSOH	
7655	11.776	278.76	1MP	
6470	3.604	1134.85	sinigrin	
6470	10.999	2297.68	6MSOH	
7691	3.735	1252.96	sinigrin	
7691	6.595	3589.47	1ME	
7691	11.116	229.12	6MSOH	
7691	11.849	110.51	1MP	
7204	3.626	1152.85	sinigrin	
7204	6.438	825.3	1ME	
7204	11.026	337.23	6MSOH	
7204	11.761	374.94	1MP	
7746	3.718	1188.5	sinigrin	
7746	6.564	770.57	1ME	
7746	11.076	235.82	6MSOH	
7746	11.826	55.81	1MP	
6565	2.677	118.98	2OH1ME	
6565	3.639	1202.77	sinigrin	
6565	10.991	24.11	6MSOH	
6595	3.561	1192.99	sinigrin	
6595	6.327	425.93	1ME	
6595	10.97	131.24	6MSOH	
6595	11.648	192.45	1MP	
6901	3.647	1259.16	sinigrin	
6901	6.455	1139.01	1ME	
6901	11.017	19.12	6MSOH	
6901	11.745	239.99	1MP	
6430	3.639	1100.23	sinigrin	
6430	6.448	111.01	1ME	
6430	11.049	20.53	6MSOH	
6430	11.784	26.81	1MP	
7273	2.772	1650.13	2OH1ME	
7273	3.765	1198.87	sinigrin	
7273	6.66	2816.07	1ME	
7273	11.139	1490.42	6MSOH	
6403	3.598	1148.09	sinigrin	
6403	6.359	234.1	1ME	
6403	11.006	23.15	6MSOH	
6403	11.734	101.25	1MP	
7147	3.604	1152.71	sinigrin	
7147	10.989	6926.13	6MSOH	
7540	3.609	1121.77	sinigrin	
7540	6.354	320.86	1ME	
7540	10.999	92.37	6MSOH	
7540	11.716	40.98	1MP	
7750	2.632	1442.71	2OH1ME	
7750	3.58	1255.95	sinigrin	
7750	6.32	802.66	1ME	
7750	10.986	1391.89	6MSOH	
7226	3.655	1145.57	sinigrin	
7226	6.463	429.11	1ME	
7226	11.072	34.45	6MSOH	
6511	3.768	1215.78	sinigrin	
6511	6.737	893.07	1ME	
6511	11.172	17.35	6MSOH	
6511	11.939	145.44	1MP	
6479	2.667	482.18	2OH1ME	
6479	3.637	1272.45	sinigrin	
6479	6.443	34.41	1ME	
6479	11.047	120.25	6MSOH	
6839	3.591	1208.85	sinigrin	
6839	6.341	317.03	1ME	
6839	10.951	16.26	6MSOH	
6839	11.639	109.56	1MP	
7529	3.733	1124.5	sinigrin	
7529	6.579	279.95	1ME	
7529	11.092	107.23	6MSOH	
7350	2.648	150.68	2OH1ME	
7350	3.615	1163.17	sinigrin	
7350	6.396	46.06	1ME	
7350	11.026	22.38	6MSOH	
7059	2.623	628.14	2OH1ME	
7059	3.552	1117.44	sinigrin	
7059	6.243	203.46	1ME	
7059	10.922	30.18	6MSOH	
6462	3.555	1213.69	sinigrin	
6462	6.266	1381.36	1ME	
6462	11.611	287.49	1MP	
6857	2.69	548.9	2OH1ME	
6857	3.666	1197.54	sinigrin	
7188	3.574	1193.59	sinigrin	
7188	6.362	827.77	1ME	
7188	10.98	477.06	6MSOH	
7188	11.678	454.28	1MP	
6531	3.701	1000.72	sinigrin	
6531	6.538	125.44	1ME	
6531	11.086	7.43	6MSOH	
6531	11.828	40.58	1MP	
7545	3.612	1174.27	sinigrin	
7545	6.37	215.07	1ME	
7545	10.998	59.14	6MSOH	
7545	11.716	79.24	1MP	
6590	3.637	1183.37	sinigrin	
6590	6.226	135.14	1ME	
6590	11.024	7173.15	6MSOH	
6564	3.719	1274.97	sinigrin	
6564	6.567	5713.84	1ME	
6564	11.115	745.69	6MSOH	
6564	11.875	3008.75	1MP	
7137	3.561	1078.81	sinigrin	
7137	6.282	104.33	1ME	
7590	3.643	975.04	sinigrin	
7590	11.023	3931.51	6MSOH	
6952	7.07	139.64	1ME	
7753	3.687	1142.22	sinigrin	
7753	12.191	12.01	1MP	
6468	3.635	1222.71	sinigrin	
6468	6.41	1396.72	1ME	
6468	11.029	15.97	6MSOH	
6468	11.741	87.02	1MP	
6831	3.591	1136.06	sinigrin	
6831	6.35	1846.85	1ME	
6831	11.011	31.03	6MSOH	
6831	11.733	129.42	1MP	
7656	3.622	1160.6	sinigrin	
7656	6.391	1655.09	1ME	
7656	11.038	203.64	6MSOH	
7656	11.755	293.47	1MP	
6659	2.654	447.31	2OH1ME	
6659	3.622	862.96	sinigrin	
6659	6.384	156.1	1ME	
6659	11.019	150.67	6MSOH	
7690	2.636	675.85	2OH1ME	
7690	3.603	1197.68	sinigrin	
7690	6.327	81.45	1ME	
7690	10.996	254.67	6MSOH	
7736	3.669	1176.37	sinigrin	
7736	6.477	515.86	1ME	
7736	11.075	140.21	6MSOH	
7736	11.818	288.45	1MP	
7807	3.765	1142.37	sinigrin	
7807	6.641	1324.81	1ME	
7807	11.129	49.42	6MSOH	
7807	11.871	67.53	1MP	
6474	3.613	1137.26	sinigrin	
6474	6.366	213.1	1ME	
6474	11.005	25.26	6MSOH	
6474	11.706	78.07	1MP	
7425	2.635	172.11	2OH1ME	
7425	3.572	1140.14	sinigrin	
7425	6.297	401.47	1ME	
7425	10.942	123.07	6MSOH	
7366	3.618	1184.42	sinigrin	
7366	6.41	3878.66	1ME	
7366	11.033	1087.33	6MSOH	
7366	11.764	1722.78	1MP	
7494	3.723	1192.32	sinigrin	
7494	6.58	763.87	1ME	
7494	11.111	154.33	6MSOH	
7494	11.859	133.55	1MP	
7172	3.629	1198.46	sinigrin	
7172	6.412	1569.39	1ME	
7172	11.021	200.86	6MSOH	
7172	11.736	117.3	1MP	
7016	3.597	1133.28	sinigrin	
7016	6.31	1321.29	1ME	
7016	10.971	37.26	6MSOH	
7016	11.681	99.36	1MP	
6678	3.618	1049.35	sinigrin	
6678	6.367	1710.9	1ME	
6678	10.95	834.46	6MSOH	
6678	11.632	681.61	1MP	
6372	3.776	1067.58	sinigrin	
7051	2.694	631.63	2OH1ME	
7051	3.685	1221.48	sinigrin	
7537	3.661	1196.33	sinigrin	
7537	11.031	1992.39	6MSOH	
6306	3.721	1160.05	sinigrin	
6306	6.556	1606.81	1ME	
6306	11.107	37.77	6MSOH	
6306	11.837	129.66	1MP	
6337	3.621	1134.29	sinigrin	
6337	6.396	5264.99	1ME	
6337	11.016	291.54	6MSOH	
6337	11.739	386.77	1MP	
7208	3.596	1220.05	sinigrin	
7208	6.369	451.45	1ME	
7208	10.971	285.13	6MSOH	
7208	11.665	208.34	1MP	
7670	3.581	1172.95	sinigrin	
7670	6.33	579.32	1ME	
