HPLC_ID	RetTime	Area	GS
7015	2.488	1165.38	2OH1ME	
7015	3.388	1452.35	sinigrin	
7015	5.953	20.48	1ME	
7015	10.729	28.54	6MSOH	
6382	3.447	1420.65	sinigrin	
6382	6.116	3156.4	1ME	
6382	10.831	448.92	6MSOH	
6382	11.555	591.16	1MP	
7351	2.512	159.71	2OH1ME	
7351	3.425	1288.6	sinigrin	
7351	6.083	49.67	1ME	
7351	10.729	12.28	6MSOH	
6270	2.505	256.9	2OH1ME	
6270	3.4	1347.34	sinigrin	
6270	6.048	203.32	1ME	
6270	10.763	65.92	6MSOH	
7723	3.399	1320.79	sinigrin	
7723	10.74	489.49	6MSOH	
7784	3.417	1390.72	sinigrin	
7784	6.037	1089.94	1ME	
7784	10.76	270.81	6MSOH	
7784	11.459	56.22	1MP	
7047	2.512	527.26	2OH1ME	
7047	3.426	1348.03	sinigrin	
7047	6.045	58.8	1ME	
7047	10.773	52.41	6MSOH	
6301	3.451	1278.3	sinigrin	
6301	6.085	786.47	1ME	
6301	10.797	11.08	6MSOH	
6301	11.485	363.08	1MP	
7262	3.416	1223.26	sinigrin	
7262	6.009	270.11	1ME	
7262	10.751	223.93	6MSOH	
7262	11.453	228.46	1MP	
6475	2.519	1812.0	2OH1ME	
6475	3.406	1606.35	sinigrin	
6475	6.016	162.56	1ME	
6475	10.734	246.56	6MSOH	
6311	2.495	4138.25	2OH1ME	
6311	3.379	1708.62	sinigrin	
6311	5.956	265.15	1ME	
6311	10.707	1801.24	6MSOH	
6327	3.421	1289.45	sinigrin	
7367	3.41	1358.34	sinigrin	
7367	6.037	2762.22	1ME	
7367	10.769	409.28	6MSOH	
7367	11.472	769.37	1MP	
6386	2.53	1094.24	2OH1ME	
6386	3.427	1521.04	sinigrin	
6386	10.792	15.02	6MSOH	
6877	2.509	2199.24	2OH1ME	
6877	3.399	1613.75	sinigrin	
6877	6.011	532.48	1ME	
6877	10.748	1431.53	6MSOH	
7768	2.505	302.48	2OH1ME	
7768	3.407	1319.47	sinigrin	
7768	6.01	283.16	1ME	
7768	10.766	3445.08	6MSOH	
7688	3.405	1391.88	sinigrin	
7688	10.587	20.01	6MSOH	
6951	3.783	1546.85	sinigrin	
6951	6.543	686.96	1ME	
6951	10.944	129.78	6MSOH	
6951	11.81	426.54	1MP	
7527	3.422	1350.21	sinigrin	
7527	6.043	2175.77	1ME	
7527	10.747	715.62	6MSOH	
7527	11.454	1465.63	1MP	
6323	3.402	1333.03	sinigrin	
6323	6.03	5653.57	1ME	
6323	10.765	488.28	6MSOH	
6323	11.47	1056.66	1MP	
7281	2.503	553.96	2OH1ME	
7281	3.409	1441.85	sinigrin	
7281	6.028	717.66	1ME	
7281	10.779	515.79	6MSOH	
6769	3.4	1300.83	sinigrin	
6769	10.751	917.13	6MSOH	
6447	2.5	86.6	2OH1ME	
6447	3.39	1245.6	sinigrin	
6570	3.406	1322.37	sinigrin	
6570	10.778	136.88	6MSOH	
7551	2.5	212.21	2OH1ME	
7551	3.403	1350.89	sinigrin	
7551	6.012	69.76	1ME	
7551	10.754	17.46	6MSOH	
7475	3.407	1329.43	sinigrin	
7475	6.013	476.97	1ME	
7475	10.74	161.39	6MSOH	
7475	11.441	327.88	1MP	
7704	3.399	1323.78	sinigrin	
7704	6.026	1405.59	1ME	
7704	10.755	275.83	6MSOH	
7704	11.44	48.81	1MP	
6308	3.435	1396.82	sinigrin	
6308	6.122	2768.17	1ME	
6308	10.786	74.56	6MSOH	
6308	11.493	1278.22	1MP	
7567	2.503	1144.66	2OH1ME	
7567	3.395	1454.97	sinigrin	
7567	6.002	1577.36	1ME	
7567	10.749	1325.2	6MSOH	
7298	3.401	1237.9	sinigrin	
7298	6.027	3593.32	1ME	
7298	10.757	400.76	6MSOH	
7298	11.46	1933.99	1MP	
6591	3.531	1845.63	sinigrin	
6591	6.333	664.48	1ME	
6591	10.951	46.75	6MSOH	
6591	11.7	316.64	1MP	
6888	3.41	1299.71	sinigrin	
6888	6.025	1603.87	1ME	
6888	10.753	271.32	6MSOH	
6888	11.456	1151.11	1MP	
6221	3.41	1394.57	sinigrin	
6221	6.028	1854.59	1ME	
6221	10.756	115.39	6MSOH	
6221	11.467	32.03	1MP	
6621	3.391	1309.72	sinigrin	
6621	5.807	27.45	1ME	
6621	10.729	7420.25	6MSOH	
6874	3.495	1531.4	sinigrin	
6874	6.224	1904.28	1ME	
6874	10.877	34.01	6MSOH	
6874	11.611	25.81	1MP	
7370	3.42	1410.46	sinigrin	
7370	5.869	84.58	1ME	
7370	10.764	5840.06	6MSOH	
7829	3.404	1373.63	sinigrin	
7829	6.014	946.19	1ME	
7829	10.751	392.89	6MSOH	
7829	11.451	854.96	1MP	
6432	2.506	526.97	2OH1ME	
6432	3.432	1393.86	sinigrin	
6432	6.043	25.8	1ME	
6432	10.776	14.51	6MSOH	
7790	3.407	1436.8	sinigrin	
7790	6.028	989.12	1ME	
7790	10.766	59.21	6MSOH	
7790	11.481	157.65	1MP	
6494	2.668	6640.06	2OH1ME	
6494	3.663	1436.61	sinigrin	
6494	6.469	144.97	1ME	
6494	11.067	1568.44	6MSOH	
7237	2.623	136.18	2OH1ME	
7237	3.605	1306.33	sinigrin	
7237	6.373	370.3	1ME	
7237	11.017	348.07	6MSOH	
sinigrin64	3.706	1431.29	sinigrin	
6993	3.601	1266.15	sinigrin	
6993	6.37	221.64	1ME	
6993	11.752	21.95	1MP	
6362	3.683	1418.57	sinigrin	
6362	6.53	96.29	1ME	
6362	11.101	15.67	6MSOH	
6614	3.621	1348.68	sinigrin	
6614	6.386	1402.91	1ME	
6614	11.759	656.14	1MP	
7459	3.658	1426.26	sinigrin	
7459	6.498	392.88	1ME	
7459	11.086	61.02	6MSOH	
6281	2.641	641.28	2OH1ME	
6281	3.595	1199.91	sinigrin	
6281	6.352	990.58	1ME	
6281	11.008	263.58	6MSOH	
6296	3.65	1493.21	sinigrin	
6296	6.471	777.28	1ME	
6296	11.819	214.22	1MP	
6592	3.629	1345.69	sinigrin	
6592	6.403	10569.14	1ME	
6592	11.043	472.57	6MSOH	
6592	11.784	1201.24	1MP	
7616	2.659	4319.22	2OH1ME	
7616	3.658	1473.08	sinigrin	
7616	6.491	2752.44	1ME	
7616	11.077	3461.74	6MSOH	
6880	3.628	1375.72	sinigrin	
6880	6.426	1767.97	1ME	
6880	11.042	22.03	6MSOH	
6880	11.792	439.3	1MP	
7594	2.701	632.73	2OH1ME	
7594	3.715	1566.77	sinigrin	
7594	6.591	19.67	1ME	
7594	11.144	47.06	6MSOH	
6999	3.627	1373.14	sinigrin	
6999	6.395	4028.65	1ME	
6999	11.032	473.2	6MSOH	
6999	11.773	976.33	1MP	
6360	2.642	249.19	2OH1ME	
6360	3.618	1246.41	sinigrin	
6360	11.047	13.58	6MSOH	
6309	3.624	1251.52	sinigrin	
6309	6.39	790.43	1ME	
6309	11.021	7.63	6MSOH	
6309	11.755	364.06	1MP	
7360	3.678	1466.16	sinigrin	
7360	11.096	6694.59	6MSOH	
7815	2.676	75.24	2OH1ME	
7815	3.679	1293.22	sinigrin	
7815	6.536	778.0	1ME	
7815	11.1	402.86	6MSOH	
7815	11.858	478.35	1MP	
7185	2.638	167.54	2OH1ME	
7185	3.601	1335.29	sinigrin	
7185	6.364	165.53	1ME	
7185	11.012	181.8	6MSOH	
6439	2.683	1568.07	2OH1ME	
6439	3.685	1494.94	sinigrin	
6439	6.551	63.36	1ME	
6439	11.101	21.41	6MSOH	
7323	2.636	465.89	2OH1ME	
7323	3.597	1277.61	sinigrin	
7323	6.353	1429.2	1ME	
7323	11.001	929.18	6MSOH	
6767	3.669	1482.61	sinigrin	
6767	6.522	1363.88	1ME	
6767	11.096	97.78	6MSOH	
6767	11.856	885.72	1MP	
7399	2.663	1081.45	2OH1ME	
7399	3.658	1492.23	sinigrin	
7399	6.526	325.14	1ME	
7399	11.087	1302.83	6MSOH	
7722	2.639	1258.14	2OH1ME	
7722	3.598	1272.99	sinigrin	
7722	6.353	1160.94	1ME	
7722	11.007	767.82	6MSOH	
6284	3.654	1412.76	sinigrin	
6284	6.489	616.23	1ME	
6284	11.84	345.63	1MP	
6889	3.599	1239.45	sinigrin	
6889	6.368	2898.97	1ME	
6889	11.015	296.71	6MSOH	
6889	11.756	555.34	1MP	
6866	3.659	1481.47	sinigrin	
6866	11.086	5141.87	6MSOH	
7395	2.662	1317.95	2OH1ME	
7395	3.63	1376.24	sinigrin	
7395	6.42	624.63	1ME	
7395	11.028	456.67	6MSOH	
7020	2.654	730.75	2OH1ME	
7020	3.651	1446.48	sinigrin	
7197	3.672	1424.35	sinigrin	
7197	11.085	1122.79	6MSOH	
7484	2.651	208.5	2OH1ME	
7484	3.627	1368.65	sinigrin	
7484	6.413	94.39	1ME	
7484	11.027	25.28	6MSOH	
7207	2.655	297.59	2OH1ME	
7207	3.625	1367.91	sinigrin	
7207	6.418	65.45	1ME	
7207	11.041	190.28	6MSOH	
7596	3.633	1282.4	sinigrin	
7596	6.392	1420.83	1ME	
7596	11.017	83.64	6MSOH	
7596	11.754	937.21	1MP	
7027	3.621	1382.46	sinigrin	
7027	11.038	1427.58	6MSOH	
6833	1.089	338.24	2OH1ME	
6833	1.525	777.18	sinigrin	
6833	2.886	56.12	1ME	
6833	5.53	24.49	6MSOH	
7747	1.067	390.47	2OH1ME	
7747	1.504	689.87	sinigrin	
7747	2.876	212.27	1ME	
7747	5.533	719.72	6MSOH	
6948	1.523	781.71	sinigrin	
6948	2.886	502.77	1ME	
6948	5.528	92.04	6MSOH	
6948	5.752	288.39	1MP	
7252	1.09	278.55	2OH1ME	
7252	1.521	797.82	sinigrin	
7252	2.907	1152.8	1ME	
7252	5.536	929.04	6MSOH	
7769	1.54	845.68	sinigrin	
7769	2.908	231.3	1ME	
7769	5.539	56.45	6MSOH	
7769	5.767	108.41	1MP	
6670	1.496	671.96	sinigrin	
6670	2.874	1168.5	1ME	
6670	5.528	285.99	6MSOH	
6670	5.757	9.88	1MP	
7156	2.597	101.74	2OH1ME	
7156	3.547	1385.72	sinigrin	
7156	6.347	42.72	1ME	
7156	10.96	296.66	6MSOH	
6380	3.502	1056.91	sinigrin	
6380	6.278	480.0	1ME	
6380	10.911	22.77	6MSOH	
6380	11.669	281.76	1MP	
7394	2.573	2504.37	2OH1ME	
7394	3.504	1488.52	sinigrin	
7394	6.287	2364.78	1ME	
7394	10.936	1341.59	6MSOH	
6574	3.53	1223.45	sinigrin	
6574	6.346	2135.6	1ME	
6574	10.924	18.43	6MSOH	
6574	11.712	390.58	1MP	
7162	2.534	562.6	2OH1ME	
7162	3.452	1273.78	sinigrin	
7162	6.153	2598.3	1ME	
7162	10.833	778.55	6MSOH	
7166	3.472	1322.91	sinigrin	
7166	6.294	584.93	1ME	
7166	10.919	216.52	6MSOH	
7166	11.671	474.42	1MP	
7685	3.553	1295.93	sinigrin	
7685	6.365	3634.85	1ME	
7685	10.952	99.32	6MSOH	
7685	11.716	1142.96	1MP	
6639	2.561	33.57	2OH1ME	
6639	3.495	1201.69	sinigrin	
7160	3.918	1387.09	sinigrin	
7160	6.969	156.52	1ME	
7160	11.182	99.95	6MSOH	
7160	12.083	149.44	1MP	
7641	2.53	2337.0	2OH1ME	
7641	3.441	1437.62	sinigrin	
7641	6.111	1301.8	1ME	
7641	10.822	659.78	6MSOH	
6883	3.685	1637.54	sinigrin	
6883	6.269	53.86	1ME	
6883	11.076	2310.59	6MSOH	
6883	11.775	216.72	1MP	
6489	3.487	1263.13	sinigrin	
6489	6.258	2049.37	1ME	
6489	10.913	67.31	6MSOH	
6489	11.661	166.41	1MP	
7249	3.498	1289.44	sinigrin	
7249	6.261	7194.19	1ME	
7249	10.904	1109.75	6MSOH	
7249	11.638	287.83	1MP	
6305	2.571	4230.45	2OH1ME	
6305	3.5	1496.53	sinigrin	
6305	6.278	80.57	1ME	
6305	10.912	297.26	6MSOH	
6622	3.473	1219.5	sinigrin	
6622	6.225	1274.95	1ME	
6622	11.62	225.29	1MP	
6393	2.552	645.64	2OH1ME	
6393	3.467	1360.4	sinigrin	
6393	6.251	152.4	1ME	
6393	10.898	272.62	6MSOH	
6897	2.542	316.48	2OH1ME	
6897	3.455	1230.8	sinigrin	
6897	6.144	26.65	1ME	
6897	10.84	17.52	6MSOH	
6458	3.488	1217.75	sinigrin	
6458	6.217	1641.93	1ME	
6458	10.877	43.87	6MSOH	
6458	11.615	928.96	1MP	
6651	3.493	1285.02	sinigrin	
6651	6.302	2238.28	1ME	
6651	10.93	785.7	6MSOH	
6651	11.683	678.67	1MP	
6599	2.599	1005.41	2OH1ME	
6599	3.546	1396.08	sinigrin	
6599	6.338	24.12	1ME	
6599	10.95	32.21	6MSOH	
7074	3.482	1244.93	sinigrin	
7074	6.193	823.77	1ME	
7074	10.851	19.99	6MSOH	
7074	11.586	46.46	1MP	
6610	2.544	39.1	2OH1ME	
6610	3.487	1274.68	sinigrin	
6610	6.235	2450.81	1ME	
6610	10.889	85.35	6MSOH	
6896	3.522	985.11	sinigrin	
6896	6.252	3139.16	1ME	
6896	10.885	57.53	6MSOH	
6896	11.634	71.06	1MP	
7269	3.331	1280.66	sinigrin	
7269	5.887	320.04	1ME	
7269	10.662	45.9	6MSOH	
7269	11.361	35.11	1MP	
7582	2.546	2072.46	2OH1ME	
7582	3.462	1379.62	sinigrin	
7582	6.185	904.59	1ME	
7582	10.862	1448.92	6MSOH	
sinigrin62	3.661	1783.41	sinigrin	
6449	3.46	1195.22	sinigrin	
6449	6.174	1544.96	1ME	
6449	10.85	30.43	6MSOH	
6449	11.589	313.17	1MP	
7332	3.552	1390.04	sinigrin	
7332	6.343	5815.47	1ME	
7332	10.939	708.88	6MSOH	
7332	11.691	5383.85	1MP	
7776	2.57	3811.1	2OH1ME	
7776	3.494	1625.58	sinigrin	
7776	6.294	348.77	1ME	
7776	10.914	4680.75	6MSOH	
7694	2.588	1692.81	2OH1ME	
7694	3.542	1337.13	sinigrin	
7694	6.351	1215.21	1ME	
7694	10.949	1630.12	6MSOH	
6981	3.522	1252.77	sinigrin	
6981	6.275	794.61	1ME	
6981	10.899	8.26	6MSOH	
6981	11.668	355.8	1MP	
6299	3.506	1231.01	sinigrin	
6299	6.26	382.48	1ME	
6299	10.898	28.39	6MSOH	
6299	11.663	53.74	1MP	
7127	2.538	166.82	2OH1ME	
7127	3.451	1297.58	sinigrin	
7127	6.202	371.24	1ME	
7127	10.862	496.15	6MSOH	
6265	3.548	1382.25	sinigrin	
6265	6.358	41.75	1ME	
7789	3.473	1018.75	sinigrin	
7789	6.236	1846.87	1ME	
7789	10.895	566.74	6MSOH	
7789	11.632	442.89	1MP	
7201	3.47	1204.57	sinigrin	
7201	6.226	3420.68	1ME	
7201	10.845	267.18	6MSOH	
7201	11.579	1473.11	1MP	
6617	3.53	1305.02	sinigrin	
6862	3.468	1235.79	sinigrin	
6862	6.184	294.83	1ME	
6862	10.817	7.04	6MSOH	
6862	11.571	32.93	1MP	
6501	3.56	1400.15	sinigrin	
6501	6.403	950.51	1ME	
6501	10.983	91.09	6MSOH	
6501	11.742	635.33	1MP	
6280	2.55	1666.58	2OH1ME	
6280	3.479	1377.06	sinigrin	
6280	6.209	114.37	1ME	
6280	10.899	3654.02	6MSOH	
7129	2.574	181.66	2OH1ME	
7129	3.512	1266.59	sinigrin	
7129	6.232	11.59	1ME	
7129	10.906	714.21	6MSOH	
6933	3.462	1299.34	sinigrin	
6933	6.197	553.61	1ME	
6933	10.862	18.48	6MSOH	
6933	11.615	368.01	1MP	
6822	2.573	1342.09	2OH1ME	
6822	3.509	1375.74	sinigrin	
6822	6.328	27.3	1ME	
6822	10.952	55.55	6MSOH	
6899	3.459	1289.07	sinigrin	
6899	6.176	1948.16	1ME	
6899	10.849	17.58	6MSOH	
6899	11.591	153.67	1MP	
7087	3.45	1299.72	sinigrin	
7087	6.251	621.86	1ME	
7087	10.88	82.41	6MSOH	
7087	11.616	348.02	1MP	
7564	3.447	1287.63	sinigrin	
7564	6.193	1376.27	1ME	
7564	10.873	400.46	6MSOH	
7564	11.601	338.97	1MP	
6344	3.526	1294.94	sinigrin	
6344	6.261	1037.57	1ME	
6344	10.871	15.31	6MSOH	
6344	11.652	504.49	1MP	
6989	2.555	50.31	2OH1ME	
6989	3.472	1275.29	sinigrin	
6799	3.542	1397.74	sinigrin	
6799	6.338	1905.55	1ME	
6799	10.963	143.94	6MSOH	
6799	11.709	1189.55	1MP	
7687	3.449	1267.88	sinigrin	
7687	6.18	1712.1	1ME	
7687	10.871	262.63	6MSOH	
7687	11.604	1324.54	1MP	
6998	3.508	1281.56	sinigrin	
6998	6.299	222.57	1ME	
6998	10.929	48.55	6MSOH	
6998	11.68	148.87	1MP	
7430	3.444	1278.15	sinigrin	
7430	6.158	4541.5	1ME	
7430	10.85	1014.43	6MSOH	
7430	11.588	1157.67	1MP	
7428	3.525	1399.25	sinigrin	
7428	6.29	497.67	1ME	
7428	10.932	53.54	6MSOH	
7428	11.685	195.98	1MP	
6785	2.613	2038.28	2OH1ME	
6785	3.552	1536.25	sinigrin	
6785	6.313	80.68	1ME	
6785	10.91	192.56	6MSOH	
6376	2.879	6594.96	2OH1ME	
6376	3.958	2417.87	sinigrin	
6376	7.031	338.81	1ME	
6376	11.336	216.76	6MSOH	
6376	12.183	26.02	1MP	
7587	2.812	574.81	2OH1ME	
7587	3.864	2391.22	sinigrin	
7587	6.854	208.95	1ME	
7587	11.254	17.65	6MSOH	
6359	3.891	2037.7	sinigrin	
6359	6.894	4722.51	1ME	
6359	11.273	565.79	6MSOH	
6359	12.105	3027.12	1MP	
6383	3.923	1938.77	sinigrin	
6383	6.953	1032.79	1ME	
6383	11.284	525.01	6MSOH	
6383	12.109	711.04	1MP	
7028	3.885	2040.29	sinigrin	
7028	6.907	2514.48	1ME	
7028	11.281	26.92	6MSOH	
7028	12.114	955.91	1MP	
6796	3.927	1894.64	sinigrin	
6796	6.977	5419.87	1ME	
6796	11.327	87.7	6MSOH	
6796	12.162	563.98	1MP	
7615	3.865	2102.28	sinigrin	
7615	6.827	5576.7	1ME	
7615	11.243	236.29	6MSOH	
7615	12.069	1132.49	1MP	
6407	2.818	2832.67	2OH1ME	
6407	3.88	2191.74	sinigrin	
6407	6.917	295.33	1ME	
6407	11.272	1530.93	6MSOH	
6343	3.897	2208.25	sinigrin	
6343	11.282	7955.19	6MSOH	
7004	3.97	2753.02	sinigrin	
7004	7.06	4963.13	1ME	
7004	11.371	56.71	6MSOH	
7004	12.23	96.87	1MP	
6971	3.904	1942.11	sinigrin	
6971	6.935	3763.29	1ME	
6971	11.296	73.63	6MSOH	
6971	12.136	335.36	1MP	
7544	3.926	2421.37	sinigrin	
7544	7.01	1012.25	1ME	
7544	11.325	947.31	6MSOH	
7544	12.173	193.67	1MP	
6680	3.88	2295.98	sinigrin	
6680	6.91	3089.68	1ME	
6680	11.253	1067.62	6MSOH	
6680	12.066	352.56	1MP	
7313	2.811	2979.72	2OH1ME	
7313	3.867	2220.38	sinigrin	
7313	6.855	3751.34	1ME	
7313	11.245	2907.95	6MSOH	
7313	12.075	54.42	1MP	
6315	2.849	5711.41	2OH1ME	
6315	3.926	1996.96	sinigrin	
6315	6.986	268.04	1ME	
6315	11.325	162.45	6MSOH	
6483	2.819	3221.43	2OH1ME	
6483	3.888	1906.93	sinigrin	
6483	6.942	662.07	1ME	
6483	11.301	457.87	6MSOH	
7073	2.844	1931.68	2OH1ME	
7073	3.918	2266.69	sinigrin	
7073	6.997	99.43	1ME	
7073	11.316	1368.13	6MSOH	
6618	3.907	2137.42	sinigrin	
6618	6.9	12154.14	1ME	
6618	11.281	495.04	6MSOH	
6618	12.111	5681.55	1MP	
sinigrin58	3.95	2171.04	sinigrin	
6615	2.828	12.64	2OH1ME	
6615	3.892	2143.53	sinigrin	
6615	6.947	5723.61	1ME	
6615	11.306	71.68	6MSOH	
6615	12.14	150.62	1MP	
7513	3.943	2025.52	sinigrin	
7513	11.337	318.91	6MSOH	
7417	3.969	2365.53	sinigrin	
7417	7.055	380.22	1ME	
7417	11.343	122.32	6MSOH	
7417	12.188	236.51	1MP	
7796	3.878	2015.4	sinigrin	
7796	6.876	766.29	1ME	
7796	11.256	511.21	6MSOH	
7796	12.08	408.96	1MP	
6912	2.845	2407.3	2OH1ME	
6912	3.934	2441.63	sinigrin	
6912	7.013	454.26	1ME	
6912	11.324	641.67	6MSOH	
7583	3.871	2104.95	sinigrin	
7583	6.868	725.45	1ME	
7583	11.258	142.52	6MSOH	
7583	12.087	442.86	1MP	
7234	2.834	644.53	2OH1ME	
7234	3.895	1997.87	sinigrin	
7234	6.91	673.44	1ME	
7234	11.276	413.07	6MSOH	
6427	2.813	2723.83	2OH1ME	
6427	3.867	2175.64	sinigrin	
6427	6.85	119.24	1ME	
6427	11.247	81.9	6MSOH	
7037	3.902	1890.05	sinigrin	
7037	6.937	1176.55	1ME	
7037	11.292	17.76	6MSOH	
7037	12.131	257.21	1MP	
6473	3.899	1996.88	sinigrin	
6473	6.926	58.16	1ME	
6258	3.953	2381.46	sinigrin	
6258	7.066	1366.15	1ME	
6258	12.199	376.35	1MP	
6268	2.839	2040.87	2OH1ME	
6268	3.917	1852.0	sinigrin	
6268	6.96	260.68	1ME	
6268	11.287	450.9	6MSOH	
7413	3.959	2164.81	sinigrin	
7413	7.05	3341.5	1ME	
7413	11.348	197.52	6MSOH	
7413	12.204	820.16	1MP	
7558	3.949	2107.56	sinigrin	
7558	11.325	5144.6	6MSOH	
6500	3.91	2326.68	sinigrin	
6500	6.879	24898.07	1ME	
6500	11.304	5821.88	6MSOH	
6500	12.144	1147.97	1MP	
6446	2.801	5412.72	2OH1ME	
6446	3.865	2220.18	sinigrin	
6446	6.867	526.09	1ME	
6446	11.253	2917.21	6MSOH	
6461	3.968	2755.71	sinigrin	
6461	7.084	580.64	1ME	
6461	12.216	140.51	1MP	
7552	2.849	503.89	2OH1ME	
7552	3.933	2285.88	sinigrin	
7552	7.058	717.57	1ME	
7552	11.338	129.73	6MSOH	
7012	3.883	2100.63	sinigrin	
7012	6.903	2415.28	1ME	
7012	11.276	138.0	6MSOH	
7012	12.11	1194.83	1MP	
7708	2.804	1839.19	2OH1ME	
7708	3.859	2184.57	sinigrin	
7708	6.844	297.17	1ME	
7708	11.243	720.84	6MSOH	
6325	2.789	2900.81	2OH1ME	
6325	3.846	2242.41	sinigrin	
6325	6.847	71.92	1ME	
6325	11.242	2968.49	6MSOH	
7225	3.901	2005.47	sinigrin	
7225	6.944	205.09	1ME	
7225	11.311	147.28	6MSOH	
7225	12.141	156.34	1MP	
7588	2.859	3334.5	2OH1ME	
7588	3.946	2067.28	sinigrin	
7588	7.032	836.91	1ME	
7588	11.331	1741.98	6MSOH	
7575	2.87	5340.62	2OH1ME	
7575	3.965	2627.33	sinigrin	
7575	7.058	3232.1	1ME	
7575	11.335	6142.38	6MSOH	
7575	12.187	46.7	1MP	
6457	3.86	2282.98	sinigrin	
6457	6.854	2205.31	1ME	
6457	11.25	79.87	6MSOH	
6457	12.081	1485.52	1MP	
7181	3.892	1887.43	sinigrin	
7181	6.923	571.59	1ME	
7181	11.28	210.71	6MSOH	
7181	12.112	354.34	1MP	
7186	2.8	525.98	2OH1ME	
7186	3.852	2056.26	sinigrin	
7186	6.85	107.33	1ME	
7186	11.25	87.42	6MSOH	
6350	3.887	1920.14	sinigrin	
6350	6.915	4508.16	1ME	
6350	11.294	765.94	6MSOH	
6350	12.131	2755.28	1MP	
7388	3.957	2449.71	sinigrin	
7388	7.032	2933.32	1ME	
7388	11.326	1186.35	6MSOH	
7388	12.172	1711.29	1MP	
7403	3.878	2160.66	sinigrin	
7403	6.869	877.56	1ME	
7403	11.254	76.86	6MSOH	
7403	12.088	202.58	1MP	
7043	3.909	2097.66	sinigrin	
7043	6.949	2141.35	1ME	
7043	11.288	101.34	6MSOH	
7043	12.12	1120.07	1MP	
7786	3.88	2301.98	sinigrin	
7786	6.865	4645.38	1ME	
7786	11.26	1552.57	6MSOH	
7786	12.088	549.51	1MP	
7257	2.839	1082.22	2OH1ME	
7257	3.911	1921.76	sinigrin	
7257	6.963	1222.31	1ME	
7257	11.302	737.79	6MSOH	
7248	3.876	2038.24	sinigrin	
7248	6.846	7343.8	1ME	
7248	11.267	1957.52	6MSOH	
7248	12.084	4586.81	1MP	
7139	2.848	2630.81	2OH1ME	
7139	3.926	2172.09	sinigrin	
7139	6.984	1113.03	1ME	
7139	11.329	243.54	6MSOH	
7163	2.877	1126.65	2OH1ME	
7163	3.976	2503.06	sinigrin	
7163	7.075	176.71	1ME	
7163	11.349	572.44	6MSOH	
7748	3.895	1939.81	sinigrin	
7748	6.927	533.71	1ME	
7748	11.29	99.86	6MSOH	
7748	12.126	226.12	1MP	
6980	3.892	2141.12	sinigrin	
6980	6.948	5351.59	1ME	
6980	11.298	248.43	6MSOH	
6980	12.135	1179.17	1MP	
7211	2.828	972.7	2OH1ME	
7211	3.884	2207.83	sinigrin	
7211	6.908	429.06	1ME	
7211	11.275	185.41	6MSOH	
6804	3.87	2162.3	sinigrin	
6804	6.834	5201.26	1ME	
6804	11.246	252.63	6MSOH	
6804	12.077	1136.51	1MP	
6633	3.965	2806.35	sinigrin	
6633	7.03	13367.89	1ME	
6633	11.356	130.51	6MSOH	
6633	12.212	1057.12	1MP	
7785	3.935	1946.71	sinigrin	
7785	11.324	4706.19	6MSOH	
6504	3.863	2248.01	sinigrin	
6504	6.819	10545.01	1ME	
6504	11.247	431.74	6MSOH	
6504	12.07	375.34	1MP	
6958	3.929	2248.87	sinigrin	
6958	6.995	1097.75	1ME	
6958	11.301	24.98	6MSOH	
6958	12.135	170.52	1MP	
7749	2.87	1489.79	2OH1ME	
7749	3.951	2068.08	sinigrin	
7749	7.015	1228.85	1ME	
7749	11.316	2144.11	6MSOH	
7342	3.908	2332.5	sinigrin	
7342	6.956	1560.96	1ME	
7342	11.294	161.72	6MSOH	
7342	12.129	375.17	1MP	
7612	3.905	1881.49	sinigrin	
7612	6.872	19690.04	1ME	
7612	11.285	839.22	6MSOH	
7612	12.119	1546.28	1MP	
7703	3.969	2243.41	sinigrin	
7703	7.032	2678.38	1ME	
7703	11.321	157.21	6MSOH	
7703	12.17	859.64	1MP	
7426	3.913	1920.26	sinigrin	
7426	11.312	842.8	6MSOH	
6915	3.897	2257.0	sinigrin	
6915	6.931	2250.48	1ME	
6915	11.286	566.41	6MSOH	
6915	12.123	1262.32	1MP	
7810	3.926	1904.0	sinigrin	
7810	7.003	807.7	1ME	
7810	11.328	196.04	6MSOH	
7810	12.17	536.62	1MP	
6339	3.903	2243.71	sinigrin	
6339	6.963	3939.65	1ME	
6339	11.313	191.53	6MSOH	
6339	12.148	2181.89	1MP	
6310	3.872	1929.92	sinigrin	
6310	6.87	2749.65	1ME	
6310	11.263	10.63	6MSOH	
6310	12.096	41.07	1MP	
7165	3.953	2056.11	sinigrin	
7165	7.036	1504.64	1ME	
7165	11.328	461.34	6MSOH	
7165	12.175	954.54	1MP	
7209	3.945	2415.86	sinigrin	
7209	7.049	670.21	1ME	
7209	11.35	396.38	6MSOH	
7209	12.205	447.58	1MP	
7307	2.823	3902.52	2OH1ME	
7307	3.888	2077.01	sinigrin	
7307	6.909	1762.0	1ME	
7307	11.279	534.38	6MSOH	
7061	3.86	2241.06	sinigrin	
7061	6.866	2487.91	1ME	
7061	11.252	317.44	6MSOH	
7061	12.079	1571.99	1MP	
6238	2.828	545.77	2OH1ME	
6238	3.896	2133.45	sinigrin	
6238	6.945	31.39	1ME	
6238	11.296	23.56	6MSOH	
6913	2.809	3427.52	2OH1ME	
6913	3.866	2205.19	sinigrin	
6913	6.856	191.7	1ME	
